"period","respondent","respondent-name","fueltype","type-name","value","value-units"
"2022-04-10T14","CISO","California Independent System Operator","WAT","Hydro","1525","megawatthours"
"2022-04-10T14","CISO","California Independent System Operator","WND","Wind","4374","megawatthours"
"2022-04-10T13","CISO","California Independent System Operator","SUN","Solar","-26","megawatthours"
"2022-04-10T13","CISO","California Independent System Operator","WAT","Hydro","1719","megawatthours"
"2022-04-10T13","CISO","California Independent System Operator","WND","Wind","4811","megawatthours"
"2022-04-10T12","CISO","California Independent System Operator","SUN","Solar","-27","megawatthours"
"2022-04-10T12","CISO","California Independent System Operator","WAT","Hydro","1562","megawatthours"
"2022-04-10T12","CISO","California Independent System Operator","WND","Wind","4887","megawatthours"
"2022-04-10T11","CISO","California Independent System Operator","SUN","Solar","-25","megawatthours"
"2022-04-10T11","CISO","California Independent System Operator","WAT","Hydro","1635","megawatthours"
"2022-04-10T11","CISO","California Independent System Operator","WND","Wind","4683","megawatthours"
"2022-04-10T10","CISO","California Independent System Operator","SUN","Solar","-26","megawatthours"
"2022-04-10T10","CISO","California Independent System Operator","WAT","Hydro","1452","megawatthours"
"2022-04-10T10","CISO","California Independent System Operator","WND","Wind","4690","megawatthours"
"2022-04-10T09","CISO","California Independent System Operator","SUN","Solar","-24","megawatthours"
"2022-04-10T09","CISO","California Independent System Operator","WAT","Hydro","1500","megawatthours"
"2022-04-10T09","CISO","California Independent System Operator","WND","Wind","4472","megawatthours"
"2022-04-10T08","CISO","California Independent System Operator","SUN","Solar","-24","megawatthours"
"2022-04-10T08","CISO","California Independent System Operator","WAT","Hydro","1594","megawatthours"
"2022-04-10T08","CISO","California Independent System Operator","WND","Wind","4835","megawatthours"
"2022-04-10T07","CISO","California Independent System Operator","SUN","Solar","-19","megawatthours"
"2022-04-10T07","CISO","California Independent System Operator","WAT","Hydro","1796","megawatthours"
"2022-04-10T07","CISO","California Independent System Operator","WND","Wind","4318","megawatthours"
"2022-04-10T06","CISO","California Independent System Operator","SUN","Solar","33","megawatthours"
"2022-04-10T06","CISO","California Independent System Operator","WAT","Hydro","1875","megawatthours"
"2022-04-10T06","CISO","California Independent System Operator","WND","Wind","4384","megawatthours"
"2022-04-10T05","CISO","California Independent System Operator","SUN","Solar","42","megawatthours"
"2022-04-10T05","CISO","California Independent System Operator","WAT","Hydro","2190","megawatthours"
"2022-04-10T05","CISO","California Independent System Operator","WND","Wind","4202","megawatthours"
"2022-04-10T04","CISO","California Independent System Operator","SUN","Solar","84","megawatthours"
"2022-04-10T04","CISO","California Independent System Operator","WAT","Hydro","2567","megawatthours"
"2022-04-10T04","CISO","California Independent System Operator","WND","Wind","4093","megawatthours"
"2022-04-10T03","CISO","California Independent System Operator","SUN","Solar","82","megawatthours"
"2022-04-10T03","CISO","California Independent System Operator","WAT","Hydro","2830","megawatthours"
"2022-04-10T03","CISO","California Independent System Operator","WND","Wind","4088","megawatthours"
"2022-04-10T02","CISO","California Independent System Operator","SUN","Solar","366","megawatthours"
"2022-04-10T02","CISO","California Independent System Operator","WAT","Hydro","2710","megawatthours"
"2022-04-10T02","CISO","California Independent System Operator","WND","Wind","3834","megawatthours"
"2022-04-10T01","CISO","California Independent System Operator","SUN","Solar","5355","megawatthours"
"2022-04-10T01","CISO","California Independent System Operator","WAT","Hydro","2097","megawatthours"
"2022-04-10T01","CISO","California Independent System Operator","WND","Wind","4156","megawatthours"
"2022-04-10T00","CISO","California Independent System Operator","SUN","Solar","9171","megawatthours"
"2022-04-10T00","CISO","California Independent System Operator","WAT","Hydro","1470","megawatthours"
"2022-04-10T00","CISO","California Independent System Operator","WND","Wind","4231","megawatthours"
"2022-04-09T23","CISO","California Independent System Operator","SUN","Solar","10356","megawatthours"
"2022-04-09T23","CISO","California Independent System Operator","WAT","Hydro","1370","megawatthours"
"2022-04-09T23","CISO","California Independent System Operator","WND","Wind","4642","megawatthours"
"2022-04-09T22","CISO","California Independent System Operator","SUN","Solar","9372","megawatthours"
"2022-04-09T22","CISO","California Independent System Operator","WAT","Hydro","1247","megawatthours"
"2022-04-09T22","CISO","California Independent System Operator","WND","Wind","4619","megawatthours"
"2022-04-09T21","CISO","California Independent System Operator","SUN","Solar","8640","megawatthours"
"2022-04-09T21","CISO","California Independent System Operator","WAT","Hydro","1102","megawatthours"
"2022-04-09T21","CISO","California Independent System Operator","WND","Wind","4581","megawatthours"
"2022-04-09T20","CISO","California Independent System Operator","SUN","Solar","8281","megawatthours"
"2022-04-09T20","CISO","California Independent System Operator","WAT","Hydro","1179","megawatthours"
"2022-04-09T20","CISO","California Independent System Operator","WND","Wind","4442","megawatthours"
"2022-04-09T19","CISO","California Independent System Operator","SUN","Solar","7918","megawatthours"
"2022-04-09T19","CISO","California Independent System Operator","WAT","Hydro","1015","megawatthours"
"2022-04-09T19","CISO","California Independent System Operator","WND","Wind","4414","megawatthours"
"2022-04-09T18","CISO","California Independent System Operator","SUN","Solar","7912","megawatthours"
"2022-04-09T18","CISO","California Independent System Operator","WAT","Hydro","1026","megawatthours"
"2022-04-09T18","CISO","California Independent System Operator","WND","Wind","4110","megawatthours"
"2022-04-09T17","CISO","California Independent System Operator","SUN","Solar","8178","megawatthours"
"2022-04-09T17","CISO","California Independent System Operator","WAT","Hydro","1090","megawatthours"
"2022-04-09T17","CISO","California Independent System Operator","WND","Wind","3789","megawatthours"
"2022-04-09T16","CISO","California Independent System Operator","SUN","Solar","7517","megawatthours"
"2022-04-09T16","CISO","California Independent System Operator","WAT","Hydro","1358","megawatthours"
"2022-04-09T16","CISO","California Independent System Operator","WND","Wind","3147","megawatthours"
"2022-04-09T15","CISO","California Independent System Operator","SUN","Solar","6461","megawatthours"
"2022-04-09T15","CISO","California Independent System Operator","WAT","Hydro","1389","megawatthours"
"2022-04-09T15","CISO","California Independent System Operator","WND","Wind","3450","megawatthours"
"2022-04-09T14","CISO","California Independent System Operator","SUN","Solar","1769","megawatthours"
"2022-04-09T14","CISO","California Independent System Operator","WAT","Hydro","1889","megawatthours"
"2022-04-09T14","CISO","California Independent System Operator","WND","Wind","3281","megawatthours"
"2022-04-09T13","CISO","California Independent System Operator","SUN","Solar","-23","megawatthours"
"2022-04-09T13","CISO","California Independent System Operator","WAT","Hydro","1907","megawatthours"
"2022-04-09T13","CISO","California Independent System Operator","WND","Wind","3229","megawatthours"
"2022-04-09T12","CISO","California Independent System Operator","SUN","Solar","-14","megawatthours"
"2022-04-09T12","CISO","California Independent System Operator","WAT","Hydro","1565","megawatthours"
"2022-04-09T12","CISO","California Independent System Operator","WND","Wind","3336","megawatthours"
"2022-04-09T11","CISO","California Independent System Operator","SUN","Solar","-26","megawatthours"
"2022-04-09T11","CISO","California Independent System Operator","WAT","Hydro","1499","megawatthours"
"2022-04-09T11","CISO","California Independent System Operator","WND","Wind","3326","megawatthours"
"2022-04-09T10","CISO","California Independent System Operator","SUN","Solar","-25","megawatthours"
"2022-04-09T10","CISO","California Independent System Operator","WAT","Hydro","1407","megawatthours"
"2022-04-09T10","CISO","California Independent System Operator","WND","Wind","3388","megawatthours"
"2022-04-09T09","CISO","California Independent System Operator","SUN","Solar","-24","megawatthours"
"2022-04-09T09","CISO","California Independent System Operator","WAT","Hydro","1488","megawatthours"
"2022-04-09T09","CISO","California Independent System Operator","WND","Wind","3646","megawatthours"
"2022-04-09T08","CISO","California Independent System Operator","SUN","Solar","-24","megawatthours"
"2022-04-09T08","CISO","California Independent System Operator","WAT","Hydro","1399","megawatthours"
"2022-04-09T08","CISO","California Independent System Operator","WND","Wind","3527","megawatthours"
"2022-04-09T07","CISO","California Independent System Operator","SUN","Solar","-3","megawatthours"
"2022-04-09T07","CISO","California Independent System Operator","WAT","Hydro","1546","megawatthours"
"2022-04-09T07","CISO","California Independent System Operator","WND","Wind","3755","megawatthours"
"2022-04-09T06","CISO","California Independent System Operator","SUN","Solar","-18","megawatthours"
"2022-04-09T06","CISO","California Independent System Operator","WAT","Hydro","1973","megawatthours"
"2022-04-09T06","CISO","California Independent System Operator","WND","Wind","3463","megawatthours"
"2022-04-09T05","CISO","California Independent System Operator","SUN","Solar","32","megawatthours"
"2022-04-09T05","CISO","California Independent System Operator","WAT","Hydro","2730","megawatthours"
"2022-04-09T05","CISO","California Independent System Operator","WND","Wind","3323","megawatthours"
"2022-04-09T04","CISO","California Independent System Operator","SUN","Solar","36","megawatthours"
"2022-04-09T04","CISO","California Independent System Operator","WAT","Hydro","3184","megawatthours"
"2022-04-09T04","CISO","California Independent System Operator","WND","Wind","3297","megawatthours"
"2022-04-09T03","CISO","California Independent System Operator","SUN","Solar","114","megawatthours"
"2022-04-09T03","CISO","California Independent System Operator","WAT","Hydro","3355","megawatthours"
"2022-04-09T03","CISO","California Independent System Operator","WND","Wind","3205","megawatthours"
"2022-04-09T02","CISO","California Independent System Operator","SUN","Solar","495","megawatthours"
"2022-04-09T02","CISO","California Independent System Operator","WAT","Hydro","2953","megawatthours"
"2022-04-09T02","CISO","California Independent System Operator","WND","Wind","2512","megawatthours"
"2022-04-09T01","CISO","California Independent System Operator","SUN","Solar","5715","megawatthours"
"2022-04-09T01","CISO","California Independent System Operator","WAT","Hydro","2958","megawatthours"
"2022-04-09T01","CISO","California Independent System Operator","WND","Wind","2011","megawatthours"
"2022-04-09T00","CISO","California Independent System Operator","SUN","Solar","10814","megawatthours"
"2022-04-09T00","CISO","California Independent System Operator","WAT","Hydro","2207","megawatthours"
"2022-04-09T00","CISO","California Independent System Operator","WND","Wind","1578","megawatthours"
"2022-04-08T23","CISO","California Independent System Operator","SUN","Solar","12233","megawatthours"
"2022-04-08T23","CISO","California Independent System Operator","WAT","Hydro","1612","megawatthours"
"2022-04-08T23","CISO","California Independent System Operator","WND","Wind","825","megawatthours"
"2022-04-08T22","CISO","California Independent System Operator","SUN","Solar","12712","megawatthours"
"2022-04-08T22","CISO","California Independent System Operator","WAT","Hydro","1645","megawatthours"
"2022-04-08T22","CISO","California Independent System Operator","WND","Wind","508","megawatthours"
"2022-04-08T21","CISO","California Independent System Operator","SUN","Solar","12870","megawatthours"
"2022-04-08T21","CISO","California Independent System Operator","WAT","Hydro","1476","megawatthours"
"2022-04-08T21","CISO","California Independent System Operator","WND","Wind","526","megawatthours"
"2022-04-08T20","CISO","California Independent System Operator","SUN","Solar","12877","megawatthours"
"2022-04-08T20","CISO","California Independent System Operator","WAT","Hydro","1225","megawatthours"
"2022-04-08T20","CISO","California Independent System Operator","WND","Wind","573","megawatthours"
"2022-04-08T19","CISO","California Independent System Operator","SUN","Solar","12934","megawatthours"
"2022-04-08T19","CISO","California Independent System Operator","WAT","Hydro","1167","megawatthours"
"2022-04-08T19","CISO","California Independent System Operator","WND","Wind","531","megawatthours"
"2022-04-08T18","CISO","California Independent System Operator","SUN","Solar","12653","megawatthours"
"2022-04-08T18","CISO","California Independent System Operator","WAT","Hydro","1258","megawatthours"
"2022-04-08T18","CISO","California Independent System Operator","WND","Wind","526","megawatthours"
"2022-04-08T17","CISO","California Independent System Operator","SUN","Solar","12060","megawatthours"
"2022-04-08T17","CISO","California Independent System Operator","WAT","Hydro","1392","megawatthours"
"2022-04-08T17","CISO","California Independent System Operator","WND","Wind","513","megawatthours"
"2022-04-08T16","CISO","California Independent System Operator","SUN","Solar","11326","megawatthours"
"2022-04-08T16","CISO","California Independent System Operator","WAT","Hydro","1338","megawatthours"
"2022-04-08T16","CISO","California Independent System Operator","WND","Wind","565","megawatthours"
"2022-04-08T15","CISO","California Independent System Operator","SUN","Solar","8047","megawatthours"
"2022-04-08T15","CISO","California Independent System Operator","WAT","Hydro","1802","megawatthours"
"2022-04-08T15","CISO","California Independent System Operator","WND","Wind","586","megawatthours"
"2022-04-08T14","CISO","California Independent System Operator","SUN","Solar","1854","megawatthours"
"2022-04-08T14","CISO","California Independent System Operator","WAT","Hydro","2364","megawatthours"
"2022-04-08T14","CISO","California Independent System Operator","WND","Wind","635","megawatthours"
"2022-04-08T13","CISO","California Independent System Operator","SUN","Solar","-10","megawatthours"
"2022-04-08T13","CISO","California Independent System Operator","WAT","Hydro","2727","megawatthours"
"2022-04-08T13","CISO","California Independent System Operator","WND","Wind","648","megawatthours"
"2022-04-08T12","CISO","California Independent System Operator","SUN","Solar","-16","megawatthours"
"2022-04-08T12","CISO","California Independent System Operator","WAT","Hydro","2309","megawatthours"
"2022-04-08T12","CISO","California Independent System Operator","WND","Wind","679","megawatthours"
"2022-04-08T11","CISO","California Independent System Operator","SUN","Solar","-16","megawatthours"
"2022-04-08T11","CISO","California Independent System Operator","WAT","Hydro","1677","megawatthours"
"2022-04-08T11","CISO","California Independent System Operator","WND","Wind","815","megawatthours"
"2022-04-08T10","CISO","California Independent System Operator","SUN","Solar","-15","megawatthours"
"2022-04-08T10","CISO","California Independent System Operator","WAT","Hydro","1396","megawatthours"
"2022-04-08T10","CISO","California Independent System Operator","WND","Wind","840","megawatthours"
"2022-04-08T09","CISO","California Independent System Operator","SUN","Solar","-15","megawatthours"
"2022-04-08T09","CISO","California Independent System Operator","WAT","Hydro","1486","megawatthours"
"2022-04-08T09","CISO","California Independent System Operator","WND","Wind","765","megawatthours"
"2022-04-08T08","CISO","California Independent System Operator","SUN","Solar","-15","megawatthours"
"2022-04-08T08","CISO","California Independent System Operator","WAT","Hydro","1639","megawatthours"
"2022-04-08T08","CISO","California Independent System Operator","WND","Wind","780","megawatthours"
"2022-04-08T07","CISO","California Independent System Operator","SUN","Solar","-15","megawatthours"
"2022-04-08T07","CISO","California Independent System Operator","WAT","Hydro","1964","megawatthours"
"2022-04-08T07","CISO","California Independent System Operator","WND","Wind","672","megawatthours"
"2022-04-08T06","CISO","California Independent System Operator","SUN","Solar","-15","megawatthours"
"2022-04-08T06","CISO","California Independent System Operator","WAT","Hydro","2820","megawatthours"
"2022-04-08T06","CISO","California Independent System Operator","WND","Wind","732","megawatthours"
"2022-04-08T05","CISO","California Independent System Operator","SUN","Solar","35","megawatthours"
"2022-04-08T05","CISO","California Independent System Operator","WAT","Hydro","3069","megawatthours"
"2022-04-08T05","CISO","California Independent System Operator","WND","Wind","631","megawatthours"
"2022-04-08T04","CISO","California Independent System Operator","SUN","Solar","32","megawatthours"
"2022-04-08T04","CISO","California Independent System Operator","WAT","Hydro","3528","megawatthours"
"2022-04-08T04","CISO","California Independent System Operator","WND","Wind","600","megawatthours"
"2022-04-08T03","CISO","California Independent System Operator","SUN","Solar","72","megawatthours"
"2022-04-08T03","CISO","California Independent System Operator","WAT","Hydro","3424","megawatthours"
"2022-04-08T03","CISO","California Independent System Operator","WND","Wind","688","megawatthours"
"2022-04-08T02","CISO","California Independent System Operator","SUN","Solar","413","megawatthours"
"2022-04-08T02","CISO","California Independent System Operator","WAT","Hydro","3380","megawatthours"
"2022-04-08T02","CISO","California Independent System Operator","WND","Wind","726","megawatthours"
"2022-04-08T01","CISO","California Independent System Operator","SUN","Solar","5345","megawatthours"
"2022-04-08T01","CISO","California Independent System Operator","WAT","Hydro","3413","megawatthours"
"2022-04-08T01","CISO","California Independent System Operator","WND","Wind","875","megawatthours"
"2022-04-08T00","CISO","California Independent System Operator","SUN","Solar","10583","megawatthours"
"2022-04-08T00","CISO","California Independent System Operator","WAT","Hydro","2156","megawatthours"
"2022-04-08T00","CISO","California Independent System Operator","WND","Wind","916","megawatthours"
"2022-04-07T23","CISO","California Independent System Operator","SUN","Solar","11841","megawatthours"
"2022-04-07T23","CISO","California Independent System Operator","WAT","Hydro","1604","megawatthours"
"2022-04-07T23","CISO","California Independent System Operator","WND","Wind","831","megawatthours"
"2022-04-07T22","CISO","California Independent System Operator","SUN","Solar","12760","megawatthours"
"2022-04-07T22","CISO","California Independent System Operator","WAT","Hydro","1430","megawatthours"
"2022-04-07T22","CISO","California Independent System Operator","WND","Wind","839","megawatthours"
"2022-04-07T21","CISO","California Independent System Operator","SUN","Solar","12660","megawatthours"
"2022-04-07T21","CISO","California Independent System Operator","WAT","Hydro","1447","megawatthours"
"2022-04-07T21","CISO","California Independent System Operator","WND","Wind","880","megawatthours"
"2022-04-07T20","CISO","California Independent System Operator","SUN","Solar","12322","megawatthours"
"2022-04-07T20","CISO","California Independent System Operator","WAT","Hydro","1394","megawatthours"
"2022-04-07T20","CISO","California Independent System Operator","WND","Wind","909","megawatthours"
"2022-04-07T19","CISO","California Independent System Operator","SUN","Solar","12185","megawatthours"
"2022-04-07T19","CISO","California Independent System Operator","WAT","Hydro","1279","megawatthours"
"2022-04-07T19","CISO","California Independent System Operator","WND","Wind","994","megawatthours"
"2022-04-07T18","CISO","California Independent System Operator","SUN","Solar","12135","megawatthours"
"2022-04-07T18","CISO","California Independent System Operator","WAT","Hydro","1276","megawatthours"
"2022-04-07T18","CISO","California Independent System Operator","WND","Wind","924","megawatthours"
"2022-04-07T17","CISO","California Independent System Operator","SUN","Solar","11944","megawatthours"
"2022-04-07T17","CISO","California Independent System Operator","WAT","Hydro","1228","megawatthours"
"2022-04-07T17","CISO","California Independent System Operator","WND","Wind","897","megawatthours"
"2022-04-07T16","CISO","California Independent System Operator","SUN","Solar","11167","megawatthours"
"2022-04-07T16","CISO","California Independent System Operator","WAT","Hydro","1301","megawatthours"
"2022-04-07T16","CISO","California Independent System Operator","WND","Wind","735","megawatthours"
"2022-04-07T15","CISO","California Independent System Operator","SUN","Solar","7842","megawatthours"
"2022-04-07T15","CISO","California Independent System Operator","WAT","Hydro","1503","megawatthours"
"2022-04-07T15","CISO","California Independent System Operator","WND","Wind","870","megawatthours"
"2022-04-07T14","CISO","California Independent System Operator","SUN","Solar","1576","megawatthours"
"2022-04-07T14","CISO","California Independent System Operator","WAT","Hydro","2491","megawatthours"
"2022-04-07T14","CISO","California Independent System Operator","WND","Wind","956","megawatthours"
"2022-04-07T13","CISO","California Independent System Operator","SUN","Solar","26","megawatthours"
"2022-04-07T13","CISO","California Independent System Operator","WAT","Hydro","2681","megawatthours"
"2022-04-07T13","CISO","California Independent System Operator","WND","Wind","999","megawatthours"
"2022-04-07T12","CISO","California Independent System Operator","SUN","Solar","6","megawatthours"
"2022-04-07T12","CISO","California Independent System Operator","WAT","Hydro","2125","megawatthours"
"2022-04-07T12","CISO","California Independent System Operator","WND","Wind","936","megawatthours"
"2022-04-07T11","CISO","California Independent System Operator","SUN","Solar","6","megawatthours"
"2022-04-07T11","CISO","California Independent System Operator","WAT","Hydro","1497","megawatthours"
"2022-04-07T11","CISO","California Independent System Operator","WND","Wind","925","megawatthours"
"2022-04-07T10","CISO","California Independent System Operator","SUN","Solar","5","megawatthours"
"2022-04-07T10","CISO","California Independent System Operator","WAT","Hydro","1399","megawatthours"
"2022-04-07T10","CISO","California Independent System Operator","WND","Wind","971","megawatthours"
"2022-04-07T09","CISO","California Independent System Operator","SUN","Solar","10","megawatthours"
"2022-04-07T09","CISO","California Independent System Operator","WAT","Hydro","1533","megawatthours"
"2022-04-07T09","CISO","California Independent System Operator","WND","Wind","1007","megawatthours"
"2022-04-07T08","CISO","California Independent System Operator","SUN","Solar","11","megawatthours"
"2022-04-07T08","CISO","California Independent System Operator","WAT","Hydro","1474","megawatthours"
"2022-04-07T08","CISO","California Independent System Operator","WND","Wind","894","megawatthours"
"2022-04-07T07","CISO","California Independent System Operator","SUN","Solar","52","megawatthours"
"2022-04-07T07","CISO","California Independent System Operator","WAT","Hydro","1710","megawatthours"
"2022-04-07T07","CISO","California Independent System Operator","WND","Wind","903","megawatthours"
"2022-04-07T06","CISO","California Independent System Operator","SUN","Solar","52","megawatthours"
"2022-04-07T06","CISO","California Independent System Operator","WAT","Hydro","2424","megawatthours"
"2022-04-07T06","CISO","California Independent System Operator","WND","Wind","833","megawatthours"
"2022-04-07T05","CISO","California Independent System Operator","SUN","Solar","51","megawatthours"
"2022-04-07T05","CISO","California Independent System Operator","WAT","Hydro","2846","megawatthours"
"2022-04-07T05","CISO","California Independent System Operator","WND","Wind","886","megawatthours"
"2022-04-07T04","CISO","California Independent System Operator","SUN","Solar","70","megawatthours"
"2022-04-07T04","CISO","California Independent System Operator","WAT","Hydro","2977","megawatthours"
"2022-04-07T04","CISO","California Independent System Operator","WND","Wind","1051","megawatthours"
"2022-04-07T03","CISO","California Independent System Operator","SUN","Solar","76","megawatthours"
"2022-04-07T03","CISO","California Independent System Operator","WAT","Hydro","3168","megawatthours"
"2022-04-07T03","CISO","California Independent System Operator","WND","Wind","1000","megawatthours"
"2022-04-07T02","CISO","California Independent System Operator","SUN","Solar","340","megawatthours"
"2022-04-07T02","CISO","California Independent System Operator","WAT","Hydro","3118","megawatthours"
"2022-04-07T02","CISO","California Independent System Operator","WND","Wind","916","megawatthours"
"2022-04-07T01","CISO","California Independent System Operator","SUN","Solar","5407","megawatthours"
"2022-04-07T01","CISO","California Independent System Operator","WAT","Hydro","2876","megawatthours"
"2022-04-07T01","CISO","California Independent System Operator","WND","Wind","880","megawatthours"
"2022-04-07T00","CISO","California Independent System Operator","SUN","Solar","10552","megawatthours"
"2022-04-07T00","CISO","California Independent System Operator","WAT","Hydro","1869","megawatthours"
"2022-04-07T00","CISO","California Independent System Operator","WND","Wind","900","megawatthours"
"2022-04-06T23","CISO","California Independent System Operator","SUN","Solar","11445","megawatthours"
"2022-04-06T23","CISO","California Independent System Operator","WAT","Hydro","1390","megawatthours"
"2022-04-06T23","CISO","California Independent System Operator","WND","Wind","958","megawatthours"
"2022-04-06T22","CISO","California Independent System Operator","SUN","Solar","12224","megawatthours"
"2022-04-06T22","CISO","California Independent System Operator","WAT","Hydro","1065","megawatthours"
"2022-04-06T22","CISO","California Independent System Operator","WND","Wind","971","megawatthours"
"2022-04-06T21","CISO","California Independent System Operator","SUN","Solar","12607","megawatthours"
"2022-04-06T21","CISO","California Independent System Operator","WAT","Hydro","1067","megawatthours"
"2022-04-06T21","CISO","California Independent System Operator","WND","Wind","871","megawatthours"
"2022-04-06T20","CISO","California Independent System Operator","SUN","Solar","12498","megawatthours"
"2022-04-06T20","CISO","California Independent System Operator","WAT","Hydro","1135","megawatthours"
"2022-04-06T20","CISO","California Independent System Operator","WND","Wind","898","megawatthours"
"2022-04-06T19","CISO","California Independent System Operator","SUN","Solar","12078","megawatthours"
"2022-04-06T19","CISO","California Independent System Operator","WAT","Hydro","1077","megawatthours"
"2022-04-06T19","CISO","California Independent System Operator","WND","Wind","1034","megawatthours"
"2022-04-06T18","CISO","California Independent System Operator","SUN","Solar","12101","megawatthours"
"2022-04-06T18","CISO","California Independent System Operator","WAT","Hydro","1081","megawatthours"
"2022-04-06T18","CISO","California Independent System Operator","WND","Wind","1364","megawatthours"
"2022-04-06T17","CISO","California Independent System Operator","SUN","Solar","11607","megawatthours"
"2022-04-06T17","CISO","California Independent System Operator","WAT","Hydro","1161","megawatthours"
"2022-04-06T17","CISO","California Independent System Operator","WND","Wind","1385","megawatthours"
"2022-04-06T16","CISO","California Independent System Operator","SUN","Solar","11400","megawatthours"
"2022-04-06T16","CISO","California Independent System Operator","WAT","Hydro","1208","megawatthours"
"2022-04-06T16","CISO","California Independent System Operator","WND","Wind","1347","megawatthours"
"2022-04-06T15","CISO","California Independent System Operator","SUN","Solar","7905","megawatthours"
"2022-04-06T15","CISO","California Independent System Operator","WAT","Hydro","1485","megawatthours"
"2022-04-06T15","CISO","California Independent System Operator","WND","Wind","1218","megawatthours"
"2022-04-06T14","CISO","California Independent System Operator","SUN","Solar","1546","megawatthours"
"2022-04-06T14","CISO","California Independent System Operator","WAT","Hydro","2575","megawatthours"
"2022-04-06T14","CISO","California Independent System Operator","WND","Wind","1208","megawatthours"
"2022-04-06T13","CISO","California Independent System Operator","SUN","Solar","-13","megawatthours"
"2022-04-06T13","CISO","California Independent System Operator","WAT","Hydro","2920","megawatthours"
"2022-04-06T13","CISO","California Independent System Operator","WND","Wind","1025","megawatthours"
"2022-04-06T12","CISO","California Independent System Operator","SUN","Solar","-34","megawatthours"
"2022-04-06T12","CISO","California Independent System Operator","WAT","Hydro","2217","megawatthours"
"2022-04-06T12","CISO","California Independent System Operator","WND","Wind","1034","megawatthours"
"2022-04-06T11","CISO","California Independent System Operator","SUN","Solar","-33","megawatthours"
"2022-04-06T11","CISO","California Independent System Operator","WAT","Hydro","1657","megawatthours"
"2022-04-06T11","CISO","California Independent System Operator","WND","Wind","1177","megawatthours"
"2022-04-06T10","CISO","California Independent System Operator","SUN","Solar","-33","megawatthours"
"2022-04-06T10","CISO","California Independent System Operator","WAT","Hydro","1602","megawatthours"
"2022-04-06T10","CISO","California Independent System Operator","WND","Wind","1560","megawatthours"
"2022-04-06T09","CISO","California Independent System Operator","SUN","Solar","-32","megawatthours"
"2022-04-06T09","CISO","California Independent System Operator","WAT","Hydro","1460","megawatthours"
"2022-04-06T09","CISO","California Independent System Operator","WND","Wind","2214","megawatthours"
"2022-04-06T08","CISO","California Independent System Operator","SUN","Solar","-31","megawatthours"
"2022-04-06T08","CISO","California Independent System Operator","WAT","Hydro","1484","megawatthours"
"2022-04-06T08","CISO","California Independent System Operator","WND","Wind","2868","megawatthours"
"2022-04-06T07","CISO","California Independent System Operator","SUN","Solar","-30","megawatthours"
"2022-04-06T07","CISO","California Independent System Operator","WAT","Hydro","1508","megawatthours"
"2022-04-06T07","CISO","California Independent System Operator","WND","Wind","3300","megawatthours"
"2022-04-06T06","CISO","California Independent System Operator","SUN","Solar","6","megawatthours"
"2022-04-06T06","CISO","California Independent System Operator","WAT","Hydro","1893","megawatthours"
"2022-04-06T06","CISO","California Independent System Operator","WND","Wind","3351","megawatthours"
"2022-04-06T05","CISO","California Independent System Operator","SUN","Solar","7","megawatthours"
"2022-04-06T05","CISO","California Independent System Operator","WAT","Hydro","2546","megawatthours"
"2022-04-06T05","CISO","California Independent System Operator","WND","Wind","3381","megawatthours"
"2022-04-06T04","CISO","California Independent System Operator","SUN","Solar","12","megawatthours"
"2022-04-06T04","CISO","California Independent System Operator","WAT","Hydro","2969","megawatthours"
"2022-04-06T04","CISO","California Independent System Operator","WND","Wind","3342","megawatthours"
"2022-04-06T03","CISO","California Independent System Operator","SUN","Solar","59","megawatthours"
"2022-04-06T03","CISO","California Independent System Operator","WAT","Hydro","3292","megawatthours"
"2022-04-06T03","CISO","California Independent System Operator","WND","Wind","3211","megawatthours"
"2022-04-06T02","CISO","California Independent System Operator","SUN","Solar","262","megawatthours"
"2022-04-06T02","CISO","California Independent System Operator","WAT","Hydro","3252","megawatthours"
"2022-04-06T02","CISO","California Independent System Operator","WND","Wind","3450","megawatthours"
"2022-04-06T01","CISO","California Independent System Operator","SUN","Solar","5036","megawatthours"
"2022-04-06T01","CISO","California Independent System Operator","WAT","Hydro","2951","megawatthours"
"2022-04-06T01","CISO","California Independent System Operator","WND","Wind","3451","megawatthours"
"2022-04-06T00","CISO","California Independent System Operator","SUN","Solar","9945","megawatthours"
"2022-04-06T00","CISO","California Independent System Operator","WAT","Hydro","1525","megawatthours"
"2022-04-06T00","CISO","California Independent System Operator","WND","Wind","3297","megawatthours"
"2022-04-05T23","CISO","California Independent System Operator","SUN","Solar","10558","megawatthours"
"2022-04-05T23","CISO","California Independent System Operator","WAT","Hydro","1383","megawatthours"
"2022-04-05T23","CISO","California Independent System Operator","WND","Wind","3367","megawatthours"
"2022-04-05T22","CISO","California Independent System Operator","SUN","Solar","10670","megawatthours"
"2022-04-05T22","CISO","California Independent System Operator","WAT","Hydro","1304","megawatthours"
"2022-04-05T22","CISO","California Independent System Operator","WND","Wind","3287","megawatthours"
"2022-04-05T21","CISO","California Independent System Operator","SUN","Solar","11462","megawatthours"
"2022-04-05T21","CISO","California Independent System Operator","WAT","Hydro","1225","megawatthours"
"2022-04-05T21","CISO","California Independent System Operator","WND","Wind","2707","megawatthours"
"2022-04-05T20","CISO","California Independent System Operator","SUN","Solar","10679","megawatthours"
